ADHUNIK,EQ,2.85,3,2.85,2.9,2.9,2.95,24132,70064.7,05-NOV-2018,39,INE400H01019,
ADHUNIKIND,EQ,42.7,42.8,40.5,41.8,42.4,40.55,8701,366143.3,05-NOV-2018,40,INE452L01012,
ADLABS,EQ,14.7,14.7,14.7,14.7,14.7,14,112911,1659791.7,05-NOV-2018,183,INE172N01012,
ADORWELD,EQ,375.6,375.6,352.35,361.2,360,375.6,15517,5619461.3,05-NOV-2018,579,INE045A01017,
ADROITINFO,EQ,19,19.5,18.95,19.05,19,19,860,16388.55,05-NOV-2018,12,INE737B01033,
ADSL,EQ,14.45,14.5,13.65,14.2,14.4,13.85,10827,152861.55,05-NOV-2018,57,INE102I01027,
ADVANIHOTR,EQ,57,59.5,52,58.85,59,57.15,31263,1753905.35,05-NOV-2018,330,INE199C01026,
ADVENZYMES,EQ,193.4,193.4,185.9,187,188,191.5,53226,10010537,05-NOV-2018,1436,INE837H01020,
AEGISCHEM,EQ,222,222.95,218.15,220.25,219.95,219.85,100888,22270322,05-NOV-2018,4170,INE208C01025,
AGARIND,EQ,194.1,194.1,186.1,188.55,186.1,197.45,1254,239352.65,05-NOV-2018,67,INE204E01012,
AGCNET,EQ,61.1,63,59.5,59.85,59.5,61.7,679,41505,05-NOV-2018,42,INE676A01019,
AGLSL,EQ,76,77.15,75.25,76,76,76,2963,225990,05-NOV-2018,77,INE517U01013,
AGRITECH,EQ,54.5,55.75,53.9,54.55,53.9,54.45,7033,387879.35,05-NOV-2018,163,INE449G01018,
AGROPHOS,SM,35.9,36.25,33.3,35,35,34.55,48000,1695300,05-NOV-2018,8,INE740V01019,
AHLEAST,EQ,251.95,251.95,248.7,249.6,249.75,240.1,29,7243.1,05-NOV-2018,9,INE926K01017,
AHLUCONT,EQ,312.5,321,308,311,309.05,311.8,14131,4444814.6,05-NOV-2018,379,INE758C01029,
AHLWEST,EQ,288.9,299,285,299,299,285.65,1657,486878.8,05-NOV-2018,41,INE915K01010,
AIAENG,EQ,1732,1735,1678,1721.1,1707,1708.65,10359,17723583.55,05-NOV-2018,1849,INE212H01026,
AIFL,EQ,71.8,71.8,71.8,71.8,71.8,75.55,2525,181295,05-NOV-2018,52,INE428O01016,
AIONJSW,EQ,31,32.65,31,32.65,32.65,31.1,41411,1345707.5,05-NOV-2018,214,INE743C01021,
AIRAN,SM,72,72.7,65.5,72.7,72.7,68.15,95000,6546125,05-NOV-2018,31,INE645W01026,
AIROLAM,SM,36,36,36,36,36,35.8,3000,108000,05-NOV-2018,1,INE801L01010,
AISL,SM,67.05,67.05,67,67,67,70.05,2400,160860,05-NOV-2018,2,INE635Y01015,
AJANTPHARM,EQ,1071.1,1094,1071.1,1086.9,1084,1085.3,284008,308911258.55,05-NOV-2018,9148,INE031B01049,
AJMERA,EQ,161.3,166.85,158,161.2,161.9,160.5,41531,6752112.8,05-NOV-2018,2046,INE298G01027,
AKASH,SM,71,77,71,77,77,80,3000,222000,05-NOV-2018,3,INE737W01013,
AKG,SM,32.5,32.5,32.3,32.3,32.3,32.5,8000,259200,05-NOV-2018,2,INE00Y801016,
AKSHARCHEM,EQ,469.8,483,469.75,478.3,478,458.2,3310,1579750.15,05-NOV-2018,1071,INE542B01011,
AKSHOPTFBR,EQ,27.55,28.05,27.1,27.55,27.4,27.6,895951,24684639.65,05-NOV-2018,2370,INE523B01011,
AKZOINDIA,EQ,1551.25,1592,1551.25,1584.15,1592,1555.05,1968,3098829.45,05-NOV-2018,339,INE133A01011,
ALANKIT,EQ,21.45,21.7,20.35,21.45,21.2,20.8,323460,6892637.7,05-NOV-2018,515,INE914E01040,
ALBERTDAVD,EQ,541.95,541.95,522.25,524.7,522.5,535.7,4475,2363377.3,05-NOV-2018,336,INE155C01010,
ALBK,EQ,42.5,44.05,42.1,43.7,43.75,42.9,3818559,164766485.95,05-NOV-2018,8108,INE428A01015,
ALCHEM,BE,3.35,3.65,3.35,3.35,3.35,3.5,42928,146500.8,05-NOV-2018,48,INE964B01033,
ALEMBICLTD,EQ,46.25,46.25,42.9,43.3,43.15,46.05,487532,21698170.4,05-NOV-2018,2411,INE426A01027,
ALICON,EQ,640,645,618.2,624.25,625.1,632.4,3540,2228092.75,05-NOV-2018,188,INE062D01024,
ALKALI,EQ,59.9,62,57.1,57.85,58,58.25,12223,716903.35,05-NOV-2018,253,INE773I01017,
ALKEM,EQ,1877,1928.95,1845.2,1911.85,1910,1908.9,44394,83822350.5,05-NOV-2018,6833,INE540L01014,
ALKYLAMINE,EQ,685,690,665.2,685.8,687,682.2,11487,7864906.15,05-NOV-2018,232,INE150B01021,
ALLCARGO,EQ,101.4,104.25,100.45,102.8,102.8,101.45,147169,15130832.05,05-NOV-2018,2006,INE418H01029,
ALLSEC,EQ,252.2,252.2,239.2,247.1,242.2,242.15,6025,1483087.75,05-NOV-2018,248,INE835G01018,
ALMONDZ,EQ,24,24,22.5,23.75,23.75,23.6,83,1985,05-NOV-2018,4,INE326B01027,
ALOKTEXT,EQ,3.25,3.3,3.05,3.1,3.1,3.2,3048373,9582229.75,05-NOV-2018,22565,INE270A01011,
ALPA,EQ,28.4,28.4,26,26.5,26.85,28.8,54897,1468615.55,05-NOV-2018,343,INE385I01010,
ALPHAGEO,EQ,507.25,508.95,495,503.35,499.9,507.25,2713,1360994.9,05-NOV-2018,477,INE137C01018,
ALPSINDUS,BE,2.5,2.6,2.5,2.5,2.5,2.5,4649,11668,05-NOV-2018,12,INE093B01015,
AMARAJABAT,EQ,796,806.75,765.9,769.6,770.55,790.8,1412217,1111164851.05,05-NOV-2018,43353,INE885A01032,
AMBER,EQ,861.5,869,845.35,859.9,860,861.85,6215,5350747.9,05-NOV-2018,364,INE371P01015,
AMBIKCO,EQ,1187.15,1188.95,1164.05,1170.75,1174.4,1166.1,623,730694.65,05-NOV-2018,158,INE540G01014,
AMBUJACEM,EQ,203.9,206.1,202.4,205.45,205.6,204.05,2629132,537538121.2,05-NOV-2018,32913,INE079A01024,
AMDIND,EQ,22.05,22.05,20.55,20.95,21,21.5,3861,82324.3,05-NOV-2018,77,INE005I01014,
AMJLAND,EQ,22,22.6,21.7,22.35,22.5,22,14492,323051.35,05-NOV-2018,175,INE606A01024,
AMRUTANJAN,EQ,253.55,256,248.6,249.25,249.8,253.55,12579,3154480.4,05-NOV-2018,609,INE098F01031,
AMTEKAUTO,BZ,4.4,4.4,4.4,4.4,4.4,4.6,15208,66915.2,05-NOV-2018,72,INE130C01021,
ANANTRAJ,EQ,37.7,37.8,36.35,36.95,36.65,37.4,378434,14013385.3,05-NOV-2018,1739,INE242C01024,
ANDHRABANK,EQ,28.1,28.8,27.35,28.55,28.8,28.65,1475015,41750774.9,05-NOV-2018,4157,INE434A01013,
ANDHRACEMT,EQ,6.35,6.4,6.15,6.2,6.2,6.3,97261,603242.95,05-NOV-2018,164,INE666E01012,
ANDHRSUGAR,EQ,374.65,374.8,363.2,367.65,368.15,371.1,49793,18329175.75,05-NOV-2018,1083,INE715B01013,
ANGIND,BE,1.4,1.5,1.4,1.5,1.5,1.45,3459,4994.55,05-NOV-2018,24,INE017D01010,
ANIKINDS,EQ,27.95,27.95,26.25,26.55,26.4,26.45,2330,62315.8,05-NOV-2018,29,INE087B01017,
ANKITMETAL,BE,0.5,0.5,0.45,0.5,0.5,0.5,41287,20259.7,05-NOV-2018,26,INE106I01010,
ANSALAPI,EQ,11.5,11.6,11.25,11.3,11.25,11.5,15610,177064,05-NOV-2018,67,INE436A01026,
ANSALHSG,EQ,10.95,10.95,10.65,10.8,10.85,10.95,7002,75353.65,05-NOV-2018,51,INE880B01015,
ANTGRAPHIC,BE,0.55,0.55,0.5,0.5,0.5,0.55,62923,32210.5,05-NOV-2018,45,INE414B01021,
APARINDS,EQ,566.95,585.15,562.45,565.75,567.5,556.9,121686,68763740.45,05-NOV-2018,665,INE372A01015,
APCL,EQ,127.9,135,124.4,130.75,132,127.95,2234,288812.2,05-NOV-2018,116,INE071F01012,
APCOTEXIND,EQ,555.85,569.8,540.05,545.2,543.2,555.25,1437,793745.15,05-NOV-2018,196,INE116A01024,
APEX,EQ,415.75,415.75,389,395.35,395,415.9,99153,39705429.5,05-NOV-2018,4098,INE346W01013,
APLAPOLLO,EQ,1230,1279.9,1225,1257.15,1260,1226.9,54043,68265332.35,05-NOV-2018,1876,INE702C01019,
APLLTD,EQ,590,599.7,589.9,590.25,590,589.4,22657,13406882.5,05-NOV-2018,1538,INE901L01018,
APOLLO,EQ,125,125.95,120.65,125.25,125.4,123.8,15839,1969009.1,05-NOV-2018,736,INE713T01010,
APOLLOHOSP,EQ,1150,1196.2,1150,1164.55,1162.3,1153.8,354525,417561685.3,05-NOV-2018,27530,INE437A01024,
APOLLOTYRE,EQ,220.5,222.05,213.85,215.2,216,220.7,1515633,328855444.25,05-NOV-2018,15155,INE438A01022,
APOLSINHOT,EQ,691.1,734.95,691.1,722.85,703.1,714.85,576,410350.5,05-NOV-2018,82,INE451F01024,
APTECHT,EQ,160,163.4,157.1,158.8,158.4,161.6,176097,28110989.8,05-NOV-2018,3276,INE266F01018,
ARCHIDPLY,EQ,45.55,45.9,44.45,44.9,45,45.55,5818,261697.1,05-NOV-2018,103,INE877I01016,
ARCHIES,EQ,28.5,29.7,27.75,29.15,28.95,27.5,245933,7149314,05-NOV-2018,1890,INE731A01020,
ARCOTECH,EQ,7.9,7.9,7.9,7.9,7.9,7.55,51784,409093.6,05-NOV-2018,65,INE574I01035,
ARIES,EQ,108.3,108.3,102.05,103.45,102.75,106.3,30194,3162290.2,05-NOV-2018,698,INE298I01015,
ARIHANT,EQ,29.6,31.7,24.25,25.5,25.95,26.65,3618,95455.05,05-NOV-2018,53,INE413D01011,
ARIHANTSUP,EQ,54.05,54.95,51.3,52.85,53,54.05,26308,1380063.1,05-NOV-2018,189,INE643K01018,
ARMANFIN,EQ,335,346.95,317.95,341.8,331.2,346.65,1045,349045.15,05-NOV-2018,55,INE109C01017,
AROGRANITE,EQ,52,53.1,51.1,51.4,51.3,51.75,4769,245932.45,05-NOV-2018,72,INE210C01013,
ARROWGREEN,EQ,110,110,105.35,106.05,106,109.2,6057,647156.45,05-NOV-2018,150,INE570D01018,
ARROWTEX,EQ,26.5,26.5,24.55,24.6,24.55,25.8,5005,124406.4,05-NOV-2018,65,INE933J01015,
ARSHIYA,EQ,36.9,36.9,34.6,34.95,34.95,34.6,114615,4012510,05-NOV-2018,404,INE968D01022,
ARSSINFRA,EQ,23.65,23.65,22.5,22.9,22.6,22.7,724,16504.5,05-NOV-2018,26,INE267I01010,
ARVIND,EQ,326.8,330,317.1,320.35,322.8,326.85,2053904,662321511.2,05-NOV-2018,47574,INE034A01011,
ARVSMART,EQ,116.4,121,116,119.35,119.9,116.4,6038,716517.65,05-NOV-2018,253,INE034S01021,
ASAHIINDIA,EQ,295.05,295.05,287,287.7,287,290.7,10259,2959026.25,05-NOV-2018,298,INE439A01020,
ASAHISONG,EQ,251.9,259.85,245.1,253.2,250.05,248.7,1057,267264.9,05-NOV-2018,94,INE228I01012,
ASAL,EQ,53.4,53.7,51,52,52.5,51.75,13099,685223.3,05-NOV-2018,125,INE900C01027,
ASHAPURMIN,EQ,29.55,30.3,28.65,29.55,29.5,29.6,40343,1190595.2,05-NOV-2018,403,INE348A01023,
ASHIANA,EQ,124.5,127.25,121.55,125,124.2,125.95,140294,17508983.85,05-NOV-2018,944,INE365D01021,
ASHIMASYN,EQ,15.4,15.4,14.55,14.7,14.7,15.3,58432,860890.65,05-NOV-2018,187,INE440A01010,
ASHOKA,EQ,120,126.9,119,120.55,121,118.65,448273,54923061.85,05-NOV-2018,7173,INE442H01029,
ASHOKLEY,EQ,117.65,121.85,116.2,120.7,120.95,117.7,23855608,2858553213.35,05-NOV-2018,94414,INE208A01029,
ASIANHOTNR,EQ,151.2,153,146,150,150,151.2,812,122899.2,05-NOV-2018,11,INE363A01022,
ASIANPAINT,EQ,1252,1260.65,1232.5,1244.05,1239.95,1247,756887,943068504,05-NOV-2018,46505,INE021A01026,
ASIANTILES,EQ,185,186.5,179,180,179.4,185.9,28198,5122627.35,05-NOV-2018,840,INE022I01019,
ASPINWALL,EQ,200,200,189.5,197.5,197.75,189,260,51278.75,05-NOV-2018,16,INE991I01015,
ASSAMCO,BE,1.95,1.95,1.95,1.95,1.95,2.05,93758,182828.1,05-NOV-2018,76,INE442A01024,
ASTEC,EQ,527.6,536.7,518.1,527.45,530,525.95,5986,3168016.05,05-NOV-2018,399,INE563J01010,
ASTERDM,EQ,157.5,159.7,156.45,159.2,159.7,155.9,27721,4399572.05,05-NOV-2018,1492,INE914M01019,
ASTRAL,EQ,1016.15,1016.15,950,956.55,950.1,1016.15,46913,45453053.9,05-NOV-2018,3804,INE006I01046,
ASTRAMICRO,EQ,80.25,82.75,79.7,80.75,80.4,80.35,281822,23074796.5,05-NOV-2018,1893,INE386C01029,
ASTRAZEN,EQ,1705,1705,1675.1,1697.55,1682.8,1678,5987,10159360.85,05-NOV-2018,891,INE203A01020,
ASTRON,EQ,121.2,124.8,118.1,119,118.1,119.4,565652,69019240.1,05-NOV-2018,6498,INE646X01014,
ATFL,EQ,523,529.9,511.8,524.15,516.5,518.45,3013,1560712.05,05-NOV-2018,291,INE209A01019,
ATLANTA,EQ,29,30.05,28.45,29.45,29.4,29,24904,729092.65,05-NOV-2018,372,INE285H01022,
ATLASCYCLE,BZ,92.7,92.7,88.35,91.95,91.95,93,754,68248.95,05-NOV-2018,33,INE446A01025,
ATNINTER,BE,0.3,0.3,0.3,0.3,0.3,0.35,56433,16929.9,05-NOV-2018,15,INE803A01027,
ATUL,EQ,3350,3418,3320,3345.85,3339.7,3341.65,11502,38803918,05-NOV-2018,2591,INE100A01010,
ATULAUTO,EQ,359,359,336.5,350.25,352.95,359.3,20554,7133611.05,05-NOV-2018,1761,INE951D01028,
AUBANK,EQ,555,558.85,542.5,554.8,550.1,559.65,186717,102869545.8,05-NOV-2018,9559,INE949L01017,
AURIONPRO,EQ,162.25,164,159.1,163.3,163,158.3,5031,815081.3,05-NOV-2018,121,INE132H01018,
AUROPHARMA,EQ,777.9,785.9,770.8,779.15,782.2,781.4,1289361,1001919350.3,05-NOV-2018,45728,INE406A01037,
AUSOMENT,EQ,54.35,54.35,49,49.85,49,52.55,3897,196389.35,05-NOV-2018,81,INE218C01016,
AUTOAXLES,EQ,1177,1200,1166.1,1178.3,1177,1166.05,18671,22159457.8,05-NOV-2018,2138,INE449A01011,
AUTOIND,EQ,62.7,62.7,59.05,59.55,59.15,60.45,8394,503183.85,05-NOV-2018,149,INE718H01014,
AUTOLITIND,EQ,42.3,43.15,41.8,42.85,42.8,43,2613,111454.75,05-NOV-2018,62,INE448A01013,
AVADHSUGAR,EQ,425.25,425.25,414.4,414.4,414.4,436.2,58946,24622266.55,05-NOV-2018,1392,INE349W01017,
AVANTIFEED,EQ,411,419,408,414.2,414.3,410.45,301645,124801937.1,05-NOV-2018,8613,INE871C01038,
AVG,SM,80.75,91,80,91,91,85,54000,4355400,05-NOV-2018,13,INE680Z01018,
AVSL,SM,36.25,36.25,36.25,36.25,36.25,36.25,3000,108750,05-NOV-2018,1,INE522V01011,
AVTNPL,EQ,27.35,27.35,26.7,26.9,26.8,27,44631,1207517.65,05-NOV-2018,181,INE488D01021,
AXISBANK,EQ,628.9,633,617.2,624.4,623.1,610.65,24201213,15134573441.5,05-NOV-2018,321522,INE238A01034,
AXISCADES,EQ,75.7,87.1,75.1,85.4,85.35,75.55,264198,22127480.8,05-NOV-2018,3930,INE555B01013,
AXISGOLD,EQ,2860,2888,2825,2858.65,2869.95,2857.9,795,2273544.7,05-NOV-2018,226,INF846K01347,
AXISNIFTY,EQ,1068.63,1077.19,1064.41,1064.41,1064.41,1069.32,19,20391,05-NOV-2018,10,INF846K01ZL0,
AYMSYNTEX,EQ,43.7,46.9,39.75,41.75,41.65,43.05,32845,1357725.6,05-NOV-2018,584,INE193B01039,
BAFNAPHARM,EQ,13.2,14,13.2,13.8,13.8,13.6,3008,41263.4,05-NOV-2018,32,INE878I01014,
BAGFILMS,EQ,4.65,4.7,4.55,4.65,4.7,4.65,38090,177111.45,05-NOV-2018,92,INE116D01028,
BAJAJ-AUTO,EQ,2670,2687.45,2622.55,2672.55,2680,2657.75,222067,590590241.7,05-NOV-2018,21246,INE917I01010,
BAJAJCORP,EQ,357.9,359,348,350.05,350.2,352.85,18460,6514937.65,05-NOV-2018,1138,INE933K01021,
BAJAJELEC,EQ,499.8,510.95,498,505.7,506,498.55,169855,85741658.9,05-NOV-2018,5095,INE193E01025,
BAJAJFINSV,EQ,5560,5653.3,5501.65,5569.6,5545,5525.3,203187,1135066627.35,05-NOV-2018,31439,INE918I01018,
BAJAJHIND,EQ,10.95,11.35,10.7,10.95,11,10.95,4782240,52858135.05,05-NOV-2018,5264,INE306A01021,
BAJAJHLDNG,EQ,2807.9,2844,2780.05,2833.45,2832,2815.05,4835,13617819.95,05-NOV-2018,1033,INE118A01012,
BAJFINANCE,EQ,2390,2409,2332.7,2359.4,2360,2383.3,1625999,3842168007.4,05-NOV-2018,89106,INE296A01024,
BALAJITELE,EQ,97.8,99,97.1,97.65,98.5,97.25,8944,876022.2,05-NOV-2018,278,INE794B01026,
BALAMINES,EQ,445,452.9,433.2,434.95,436.5,440.3,30359,13403619.9,05-NOV-2018,1048,INE050E01027,
BALKRISHNA,EQ,58.6,58.6,55,55.45,55.7,58.6,24172,1357957.7,05-NOV-2018,430,INE875R01011,
BALKRISIND,EQ,1111,1112.5,1053,1068.85,1065.95,1112.8,674745,723856672.65,05-NOV-2018,29710,INE787D01026,
BALLARPUR,EQ,6.3,6.55,6.3,6.4,6.4,6.25,1140851,7302547.85,05-NOV-2018,579,INE294A01037,
BALMLAWRIE,EQ,197,197,191.3,193.2,192,195.35,26973,5236453.6,05-NOV-2018,1101,INE164A01016,
BALPHARMA,EQ,84.9,85.4,82.2,83.6,83.75,84.35,4636,388240.65,05-NOV-2018,166,INE083D01012,
BALRAMCHIN,EQ,108.7,108.85,102.15,103.55,103.5,109.45,3333924,352831411.6,05-NOV-2018,20737,INE119A01028,
BANARBEADS,EQ,52.95,52.95,49.25,49.9,49.9,49.15,1387,69210.25,05-NOV-2018,15,INE655B01011,
BANARISUG,EQ,1766.3,1779,1765,1772.75,1779,1751.15,348,616524.25,05-NOV-2018,54,INE459A01010,
BANCOINDIA,EQ,186.6,187,181.3,182.8,183.1,184.85,28409,5215662.6,05-NOV-2018,600,INE213C01025,
BANDHANBNK,EQ,429.75,444,426,435.95,440.5,426.85,1038453,452147049.65,05-NOV-2018,38473,INE545U01014,
BANG,EQ,50.4,50.45,47.65,49.9,49.85,50.1,4264,213074.75,05-NOV-2018,49,INE863I01016,
BANKBARODA,EQ,110,112.5,108.7,111.2,111.25,109.9,18802509,2088115455.75,05-NOV-2018,79037,INE028A01039,
BANKBEES,EQ,2674.2,2700,2596.1,2624.2,2626.5,2621.77,2816,7354506.95,05-NOV-2018,196,INF732E01078,
BANKINDIA,EQ,83.8,86.6,83,86,85.95,84.25,6286227,534409518.95,05-NOV-2018,19511,INE084A01016,
BANSAL,SM,65,69,65,67.95,67.95,66,14000,949800,05-NOV-2018,5,INE668X01018,
BANSWRAS,EQ,69,76,69,70,70,69.15,1534,110767.3,05-NOV-2018,56,INE629D01012,
BARTRONICS,EQ,6.9,7.4,6.9,7.25,7.25,7.1,17180,124332,05-NOV-2018,77,INE855F01034,
BASF,EQ,1645,1645,1600,1618.55,1625,1601,3539,5751292.55,05-NOV-2018,953,INE373A01013,
BASML,EQ,204,204,194,198.9,198,204.1,522,103544.6,05-NOV-2018,38,INE186H01014,
BATAINDIA,EQ,1005,1011.35,982.65,1000.55,1000,1006.65,999517,999414482.15,05-NOV-2018,23493,INE176A01028,
BAYERCROP,EQ,3895.15,4000,3852.65,3900.15,3853.65,3883.45,6695,26343449.45,05-NOV-2018,2397,INE462A01022,
BBL,EQ,1233.95,1249.9,1228.05,1238.5,1249.9,1236.25,6475,8011193.85,05-NOV-2018,521,INE464A01028,
BBTC,EQ,1363,1376.8,1335,1362.1,1368.85,1364.85,84142,114139003.1,05-NOV-2018,5001,INE050A01025,
BBTCL,SM,40.5,40.5,40,40,40,40.5,9000,363000,05-NOV-2018,3,INE01EE01011,
BCG,EQ,3.8,3.8,3.25,3.4,3.3,3.75,561222,1945933.3,05-NOV-2018,492,INE425B01027,
BCONCEPTS,SM,34.5,34.5,34.5,34.5,34.5,32.5,3000,103500,05-NOV-2018,1,INE977Y01011,
BDL,EQ,290,298.8,288,293.35,292.35,289.4,13853,4044763.75,05-NOV-2018,1419,INE171Z01018,
BEARDSELL,EQ,26.15,26.3,24.15,25.25,25.5,25.8,1206,30304.05,05-NOV-2018,29,INE520H01022,
BEDMUTHA,BE,19.5,20.6,19.3,20.2,20.35,19.7,7752,151827.6,05-NOV-2018,33,INE844K01012,
BEL,EQ,95.05,96.7,93.05,95.1,95.55,95,4207017,399640103.1,05-NOV-2018,20192,INE263A01024,
BEML,EQ,703,733.5,690.5,708.25,703.55,688.9,4963346,3533154677.35,05-NOV-2018,108904,INE258A01016,
BEPL,EQ,85.85,86.7,83,84.05,84.45,84.45,385616,32808951.4,05-NOV-2018,2859,INE922A01025,
BERGEPAINT,EQ,304,307.45,298,301.05,301.3,304.4,755752,228365780.5,05-NOV-2018,11601,INE463A01038,
BFINVEST,EQ,247.5,254,242.1,248.65,250.5,246.35,86332,21495565.6,05-NOV-2018,3283,INE878K01010,
BFUTILITIE,EQ,217.15,221.55,213.05,217.9,218.6,217.15,250214,54325337.75,05-NOV-2018,4818,INE243D01012,
BGLOBAL,BE,2.45,2.55,2.35,2.45,2.55,2.45,14218,34671.85,05-NOV-2018,16,INE224M01013,
BGRENERGY,EQ,58.45,58.7,56.35,57.65,57.45,58.2,90213,5171401.45,05-NOV-2018,1530,INE661I01014,
BHAGERIA,EQ,304,312,300.15,307.4,305,299.1,19995,6159950,05-NOV-2018,641,INE354C01027,
BHAGYANGR,EQ,33,33,30.65,31.4,31.4,32.1,6613,206391.05,05-NOV-2018,44,INE458B01036,
BHAGYAPROP,EQ,27.6,30.7,25.25,26.05,25.75,26,54739,1441581.7,05-NOV-2018,150,INE363W01018,
BHANDARI,EQ,2.1,2.1,2,2,2.05,2.05,261600,534059.35,05-NOV-2018,100,INE474E01029,
BHARATFIN,EQ,946.9,946.9,913.1,918.85,915,952.9,623626,576065388.1,05-NOV-2018,19955,INE180K01011,
BHARATFORG,EQ,607,619.65,593.8,598.8,597.75,607.25,871744,528223931.1,05-NOV-2018,19970,INE465A01025,
BHARATGEAR,EQ,170.85,172.45,168,169.95,169.3,170.8,15112,2569836.15,05-NOV-2018,604,INE561C01019,
BHARATIDIL,BZ,3.05,3.05,3.05,3.05,3.05,2.95,13217,40311.85,05-NOV-2018,18,INE673G01013,
BHARATRAS,EQ,5740.6,5741,5605,5645.75,5625,5740.6,1098,6208761.9,05-NOV-2018,261,INE838B01013,
BHARATWIRE,EQ,75.05,76.75,73.4,74.4,74.5,75.7,5310,396357.1,05-NOV-2018,208,INE316L01019,
BHARTIARTL,EQ,300.8,305.4,298,303.2,303.25,302.05,4363411,1316953779.25,05-NOV-2018,69159,INE397D01024,
BHEL,EQ,71.45,71.45,69.3,70,70.05,73,12435322,872211419.25,05-NOV-2018,35528,INE257A01026,
BHUSANSTL,EQ,28.35,28.6,27.8,28.1,28,28.15,451898,12709338.05,05-NOV-2018,1745,INE824B01021,
BIGBLOC,EQ,47.55,49.55,46.5,49.5,49.5,47.2,16452,787425.35,05-NOV-2018,178,INE412U01017,
BIL,EQ,262.95,266.65,257,258.55,257,262.9,497,129628,05-NOV-2018,101,INE828A01016,
BILENERGY,EQ,0.45,0.55,0.45,0.55,0.5,0.5,36055,18534.45,05-NOV-2018,37,INE607L01029,
BINANIIND,EQ,81,81.6,79,79.5,79.05,80.8,10832,869924.95,05-NOV-2018,289,INE071A01013,
BINDALAGRO,EQ,18.15,18.7,17.35,18,18.05,17.95,22307,401422.5,05-NOV-2018,181,INE143A01010,
