ADANIPORTS,EQ,331,337.45,323.15,325.6,324.35,329.55,5044028,1668844845.1,06-NOV-2018,47317,INE742F01042,
ADANIPOWER,EQ,50.7,50.95,48.65,49.3,49.65,50.3,16991636,849324773.35,06-NOV-2018,29630,INE814H01011,
ADANITRANS,EQ,186.9,186.9,176.45,178.6,179.35,182.25,241176,43461852.5,06-NOV-2018,2153,INE931S01010,
ADFFOODS,EQ,259.95,270.9,254,262.85,262.15,253.35,675396,178166884.4,06-NOV-2018,13670,INE982B01019,
ADHUNIK,EQ,3,3,2.8,2.8,2.8,2.9,38206,110146.45,06-NOV-2018,50,INE400H01019,
ADHUNIKIND,EQ,41,42.9,40.95,42.45,42.45,41.8,2097,87548.65,06-NOV-2018,22,INE452L01012,
ADLABS,EQ,15.25,15.25,14,14,14,14.7,266864,3817273.1,06-NOV-2018,771,INE172N01012,
ADORWELD,EQ,361.2,366.5,353.25,361.45,361,361.2,10364,3758006.7,06-NOV-2018,335,INE045A01017,
ADROITINFO,EQ,19,19,19,19,19,19.05,484,9196,06-NOV-2018,2,INE737B01033,
ADSL,EQ,13.9,14.3,13.5,14,14,14.2,9822,136983.2,06-NOV-2018,68,INE102I01027,
ADVANIHOTR,EQ,57.1,60,56.55,58.4,58,58.85,13058,764122.3,06-NOV-2018,160,INE199C01026,
ADVENZYMES,EQ,186.1,190.25,186.1,188.55,189.5,187,34142,6444415.05,06-NOV-2018,798,INE837H01020,
AEGISCHEM,EQ,225,225,214.75,218.85,218,220.25,67646,14746815.95,06-NOV-2018,6959,INE208C01025,
AGARIND,EQ,193.95,196,190,195.25,196,188.55,354,69065,06-NOV-2018,36,INE204E01012,
AGCNET,EQ,62,64.9,60,63.3,63,59.85,5482,341812.85,06-NOV-2018,118,INE676A01019,
AGLSL,EQ,80,80,75.55,75.75,75.75,76,280,21617.05,06-NOV-2018,28,INE517U01013,
AGRITECH,EQ,54.85,54.85,52.55,53.1,52.7,54.55,5380,288292.75,06-NOV-2018,161,INE449G01018,
AGROPHOS,SM,36.4,36.6,34.5,35.4,35.6,35,420000,14946900,06-NOV-2018,42,INE740V01019,
AHLEAST,EQ,257.9,257.9,240.15,248.7,250,249.6,430,106896.65,06-NOV-2018,78,INE926K01017,
AHLUCONT,EQ,311,315.95,305,315.5,315.95,311,10920,3387870.45,06-NOV-2018,379,INE758C01029,
AHLWEST,EQ,304.85,305.6,290.55,295.55,305.6,299,1146,339889.15,06-NOV-2018,76,INE915K01010,
AIAENG,EQ,1705.2,1731.7,1701.05,1724.95,1720,1721.1,5941,10225464.75,06-NOV-2018,916,INE212H01026,
AIFL,EQ,68.25,68.25,68.25,68.25,68.25,71.8,5385,367526.25,06-NOV-2018,71,INE428O01016,
AIONJSW,EQ,34,34.25,33.8,34.25,34.25,32.65,23917,815626.35,06-NOV-2018,51,INE743C01021,
AIRAN,SM,74.9,74.9,70,73.8,73.5,72.7,57500,4173125,06-NOV-2018,23,INE645W01026,
AISL,SM,66.05,66.05,66,66,66,67,2400,158460,06-NOV-2018,2,INE635Y01015,
AJANTPHARM,EQ,1094.8,1096,1054,1060.05,1054,1086.9,175986,188146808.5,06-NOV-2018,8616,INE031B01049,
AJMERA,EQ,163.35,169.7,161,166.95,167,161.2,150740,25229905.15,06-NOV-2018,3249,INE298G01027,
AJOONI,SM,14.15,17.75,14.15,16.5,16,15.5,24000,386400,06-NOV-2018,6,INE820Y01013,
AKG,SM,33,33,32.5,32.75,32.5,32.3,8000,262000,06-NOV-2018,2,INE00Y801016,
AKSHARCHEM,EQ,478.3,478.3,462.5,468.3,466.25,478.3,1199,562491.3,06-NOV-2018,125,INE542B01011,
AKSHOPTFBR,EQ,27.5,27.65,26.9,27.25,27.2,27.55,1033501,28207827.1,06-NOV-2018,2337,INE523B01011,
AKZOINDIA,EQ,1588.65,1591.2,1555.85,1566.85,1567.95,1584.15,1470,2306362.4,06-NOV-2018,274,INE133A01011,
ALANKIT,EQ,21.25,21.9,21.15,21.3,21.25,21.45,273876,5866062.2,06-NOV-2018,459,INE914E01040,
ALBERTDAVD,EQ,523.1,533.35,516,521.75,522.1,524.7,2692,1413121.2,06-NOV-2018,245,INE155C01010,
ALBK,EQ,44,45.05,43.3,43.55,43.45,43.7,3873972,170424187.95,06-NOV-2018,9297,INE428A01015,
ALCHEM,BE,3.3,3.5,3.2,3.2,3.2,3.35,69684,224280.3,06-NOV-2018,51,INE964B01033,
ALEMBICLTD,EQ,43.6,44.8,43.2,44.35,44.4,43.3,257174,11321599.6,06-NOV-2018,1735,INE426A01027,
ALICON,EQ,616.8,625.2,603.4,615.05,606,624.25,1352,830380.55,06-NOV-2018,134,INE062D01024,
ALKALI,EQ,59,61,58,58.45,58.6,57.85,4287,251994.2,06-NOV-2018,108,INE773I01017,
ALKEM,EQ,1912.1,1914.95,1874,1880.75,1893,1911.85,139047,262754258.2,06-NOV-2018,6005,INE540L01014,
ALKYLAMINE,EQ,685.8,702,680.6,699.15,695.5,685.8,9197,6435922.05,06-NOV-2018,253,INE150B01021,
ALLCARGO,EQ,105,108,103.15,106.7,107.1,102.8,292817,31208196.1,06-NOV-2018,4101,INE418H01029,
ALLSEC,EQ,241.55,251,241.55,246.8,246,247.1,2206,540624.85,06-NOV-2018,267,INE835G01018,
ALMONDZ,EQ,23.3,23.3,23.3,23.3,23.3,23.75,9,209.7,06-NOV-2018,2,INE326B01027,
ALOKTEXT,EQ,3.2,3.2,3.1,3.15,3.15,3.1,2410440,7590693.3,06-NOV-2018,717,INE270A01011,
ALPA,EQ,26.85,27,26,26.15,26.65,26.5,9505,249754.2,06-NOV-2018,78,INE385I01010,
ALPHAGEO,EQ,509.65,509.65,500,504.65,506.1,503.35,2014,1017155.15,06-NOV-2018,153,INE137C01018,
ALPSINDUS,BE,2.6,2.6,2.4,2.6,2.6,2.5,3836,9357.6,06-NOV-2018,11,INE093B01015,
AMARAJABAT,EQ,773.9,782.2,765.9,773.25,772.15,769.6,325590,251506035.45,06-NOV-2018,16453,INE885A01032,
AMBANIORG,SM,66.1,67.1,66.1,67.1,67.1,66.1,10000,663000,06-NOV-2018,5,INE00C501018,
AMBER,EQ,861.1,870,858.05,864.95,865,859.9,3965,3426758.3,06-NOV-2018,290,INE371P01015,
AMBIKCO,EQ,1182.95,1216.35,1170.3,1182.3,1178,1170.75,1202,1431902.8,06-NOV-2018,256,INE540G01014,
AMBUJACEM,EQ,206,206.95,203.25,204.2,204,205.45,1757806,360821663,06-NOV-2018,43804,INE079A01024,
AMDIND,EQ,20.2,21,20.1,20.55,20.55,20.95,1104,22579.95,06-NOV-2018,12,INE005I01014,
AMJLAND,EQ,22.45,22.5,22,22.3,22.5,22.35,4308,95987.5,06-NOV-2018,25,INE606A01024,
AMRUTANJAN,EQ,254,269.8,246.55,255.95,254.55,249.25,85181,22147849.1,06-NOV-2018,2977,INE098F01031,
ANANTRAJ,EQ,37.05,37.25,35.95,36.55,36.55,36.95,272150,9960974.6,06-NOV-2018,1662,INE242C01024,
ANDHRABANK,EQ,29.05,31.25,29.05,29.7,29.75,28.55,4333522,130853516.3,06-NOV-2018,13999,INE434A01013,
ANDHRACEMT,EQ,6.35,6.35,6.2,6.2,6.25,6.2,43284,270669.75,06-NOV-2018,111,INE666E01012,
ANDHRSUGAR,EQ,368,383,366,375.45,375,367.65,68083,25690893.65,06-NOV-2018,1567,INE715B01013,
ANGIND,BE,1.55,1.55,1.45,1.45,1.45,1.5,2771,4104.75,06-NOV-2018,26,INE017D01010,
ANIKINDS,EQ,27.2,27.5,26.8,27.35,27.4,26.55,35832,971171.6,06-NOV-2018,17,INE087B01017,
ANKITMETAL,BE,0.45,0.5,0.45,0.5,0.5,0.5,16361,7464.7,06-NOV-2018,12,INE106I01010,
ANSALAPI,EQ,11.25,12.1,11.1,11.35,11.25,11.3,46331,529925.8,06-NOV-2018,152,INE436A01026,
ANSALHSG,EQ,11,11,10.65,10.8,10.8,10.8,13958,150736.5,06-NOV-2018,84,INE880B01015,
ANTGRAPHIC,BE,0.5,0.55,0.5,0.55,0.55,0.5,10629,5606,06-NOV-2018,20,INE414B01021,
APARINDS,EQ,569.7,572,565.1,571.15,570,565.75,6389,3637633,06-NOV-2018,348,INE372A01015,
APCL,EQ,132.9,132.9,125,126.85,125,130.75,817,104905.5,06-NOV-2018,41,INE071F01012,
APCOTEXIND,EQ,550,552.7,530.6,545.7,550.1,545.2,999,547300.7,06-NOV-2018,139,INE116A01024,
APEX,EQ,398.55,411.25,395.15,400.95,400.7,395.35,106042,42734114.3,06-NOV-2018,4384,INE346W01013,
APLAPOLLO,EQ,1241.05,1265,1175,1237.35,1228.45,1257.15,38189,46944875.5,06-NOV-2018,3341,INE702C01019,
APLLTD,EQ,588,595,588,590.45,591.95,590.25,16256,9603714.35,06-NOV-2018,763,INE901L01018,
APOLLO,EQ,127.8,131.05,121,126.4,126.55,125.25,29370,3739285.15,06-NOV-2018,1044,INE713T01010,
APOLLOHOSP,EQ,1164,1168.7,1121.15,1127.35,1126.1,1164.55,460744,522616538.65,06-NOV-2018,25872,INE437A01024,
APOLLOTYRE,EQ,216.75,219.9,211.9,212.75,212.75,215.2,2272040,492670643.1,06-NOV-2018,22288,INE438A01022,
APOLSINHOT,EQ,727,734.95,699,700.8,712.7,722.85,418,295791.25,06-NOV-2018,63,INE451F01024,
APTECHT,EQ,158.05,162.3,157.95,159.15,158.8,158.8,161969,25895698.5,06-NOV-2018,3423,INE266F01018,
ARCHIDPLY,EQ,45,45.9,44.5,45.3,45.7,44.9,14553,655121.9,06-NOV-2018,90,INE877I01016,
ARCHIES,EQ,29.15,29.5,27.8,27.9,27.95,29.15,79285,2248953.3,06-NOV-2018,591,INE731A01020,
ARCOTECH,EQ,8.25,8.25,8.25,8.25,8.25,7.9,33825,279056.25,06-NOV-2018,44,INE574I01035,
ARIES,EQ,104.35,105.15,102.5,103.7,103.7,103.45,10137,1052644.25,06-NOV-2018,289,INE298I01015,
ARIHANT,EQ,28.85,30.6,25.25,27.15,27.15,25.5,22967,655439.95,06-NOV-2018,215,INE413D01011,
ARIHANTSUP,EQ,53,56.3,48.6,53.15,53.35,52.85,25792,1365525.6,06-NOV-2018,992,INE643K01018,
ARMANFIN,EQ,354.5,354.5,336.15,337.1,337.1,341.8,394,134891.05,06-NOV-2018,17,INE109C01017,
AROGRANITE,EQ,53.2,53.2,51.25,52.3,52.4,51.4,11633,606290.3,06-NOV-2018,88,INE210C01013,
ARROWGREEN,EQ,106.05,110.1,104,108.35,108,106.05,10248,1106816.9,06-NOV-2018,158,INE570D01018,
ARROWTEX,EQ,26,26,24.75,25.8,25.9,24.6,6181,158879.65,06-NOV-2018,41,INE933J01015,
ARSHIYA,EQ,32.95,35.5,32.95,34.5,34.75,34.95,122092,4238495.8,06-NOV-2018,396,INE968D01022,
ARSSINFRA,EQ,23,23.4,22.6,22.9,22.7,22.9,3624,83219.2,06-NOV-2018,70,INE267I01010,
ARVIND,EQ,323.3,325,315,316.8,317.5,320.35,1376082,438204268.3,06-NOV-2018,31628,INE034A01011,
ARVSMART,EQ,120,120.85,118.3,119.1,120,119.35,5136,615386.15,06-NOV-2018,123,INE034S01021,
ASAHIINDIA,EQ,291.95,293.55,285,285.45,285.3,287.7,8045,2316954.95,06-NOV-2018,388,INE439A01020,
ASAHISONG,EQ,251,252.95,241.7,243.35,242.2,253.2,2120,521411.3,06-NOV-2018,176,INE228I01012,
ASAL,EQ,52.85,53.35,49.5,52.6,52.5,52,20656,1088150.4,06-NOV-2018,240,INE900C01027,
ASHAPURMIN,EQ,29.35,31,29.25,29.7,29.75,29.55,54043,1624316.8,06-NOV-2018,429,INE348A01023,
ASHIANA,EQ,125.1,126.25,122,124.85,125,125,226257,28256269.35,06-NOV-2018,1370,INE365D01021,
ASHIMASYN,EQ,14.75,15.55,14.7,14.95,15.05,14.7,48496,739548.05,06-NOV-2018,288,INE440A01010,
ASHOKA,EQ,121.55,124.25,117.25,123.1,123,120.55,111833,13547384.9,06-NOV-2018,2878,INE442H01029,
ASHOKLEY,EQ,121.35,122.15,118.7,120.9,120.9,120.7,16862260,2035481064.95,06-NOV-2018,67894,INE208A01029,
ASIANHOTNR,EQ,160.5,160.5,149.1,149.1,149.1,150,1512,229396.8,06-NOV-2018,21,INE363A01022,
ASIANPAINT,EQ,1242.2,1255,1235,1238.5,1236,1244.05,815046,1012806238.8,06-NOV-2018,30739,INE021A01026,
ASIANTILES,EQ,182.8,183,178.65,180.8,180.35,180,29007,5250888.15,06-NOV-2018,772,INE022I01019,
ASPINWALL,EQ,197.5,197.5,192,195,195,197.5,313,60651.5,06-NOV-2018,8,INE991I01015,
ASSAMCO,BE,1.9,1.9,1.9,1.9,1.9,1.95,184537,350620.3,06-NOV-2018,69,INE442A01024,
ASTEC,EQ,536,536,524.05,529.55,527,527.45,6104,3235113,06-NOV-2018,460,INE563J01010,
ASTERDM,EQ,159.4,159.95,155.2,156.65,156.3,159.2,34620,5461416.75,06-NOV-2018,1119,INE914M01019,
ASTRAL,EQ,952.3,972.35,941.15,967.05,955.05,956.55,11043,10585489.9,06-NOV-2018,1127,INE006I01046,
ASTRAMICRO,EQ,81.45,81.45,78.75,79.25,79.1,80.75,62152,4966877.05,06-NOV-2018,1073,INE386C01029,
ASTRAZEN,EQ,1697.95,1710,1675.25,1697.55,1685.5,1697.55,7201,12207262.05,06-NOV-2018,827,INE203A01020,
ASTRON,EQ,119.8,119.8,114.1,114.65,114.65,119,180303,21041997.05,06-NOV-2018,1913,INE646X01014,
ATFL,EQ,514.05,531.95,513.75,517.5,516.3,524.15,2030,1060015.35,06-NOV-2018,234,INE209A01019,
ATLANTA,EQ,30.45,30.45,28.2,28.4,28.2,29.45,30043,866866.35,06-NOV-2018,396,INE285H01022,
ATLASCYCLE,BZ,91.95,91.95,87.4,89.75,89.5,91.95,3823,339630.35,06-NOV-2018,36,INE446A01025,
ATUL,EQ,3364.9,3385.75,3325,3363.1,3365,3345.85,6750,22709344.35,06-NOV-2018,1071,INE100A01010,
ATULAUTO,EQ,352,354.25,340,342.1,341,350.25,5270,1821527.25,06-NOV-2018,541,INE951D01028,
AUBANK,EQ,552.55,556,546.05,549.25,547,554.8,63045,34688295.15,06-NOV-2018,6050,INE949L01017,
AURIONPRO,EQ,167,172.4,164.7,171.25,170,163.3,20810,3516275.4,06-NOV-2018,446,INE132H01018,
AUROPHARMA,EQ,782.2,793.7,777.5,785.9,783.9,779.15,1675997,1316605437.75,06-NOV-2018,43289,INE406A01037,
AUSOMENT,EQ,49.95,53.55,49.6,50.1,50.05,49.85,1119,57353.9,06-NOV-2018,82,INE218C01016,
AUTOAXLES,EQ,1180.3,1288,1180.3,1264.65,1260.1,1178.3,192587,238296533.5,06-NOV-2018,13652,INE449A01011,
AUTOIND,EQ,59.7,61.05,59,59.5,59.2,59.55,10283,613527.45,06-NOV-2018,175,INE718H01014,
AUTOLITIND,EQ,42.6,44.5,41.7,43.35,43.4,42.85,3883,169033.05,06-NOV-2018,107,INE448A01013,
AVADHSUGAR,EQ,404.55,428.95,399,410.3,411.5,414.4,64956,26849293.65,06-NOV-2018,2793,INE349W01017,
AVANTIFEED,EQ,417.5,452,417,438.4,436.6,414.2,1074941,470834465.45,06-NOV-2018,34786,INE871C01038,
AVG,SM,86.45,86.45,86.45,86.45,86.45,91,1200,103740,06-NOV-2018,1,INE680Z01018,
AVTNPL,EQ,27.1,27.1,26,26.65,26.5,26.9,38780,1034567.7,06-NOV-2018,244,INE488D01021,
AXISBANK,EQ,626,628.1,600.05,607.45,608.1,624.4,15354794,9377663627.65,06-NOV-2018,217745,INE238A01034,
AXISCADES,EQ,84.75,85,82.5,83.25,83,85.4,66726,5578002.7,06-NOV-2018,916,INE555B01013,
AXISGOLD,EQ,2900,2900,2822,2845.2,2860,2858.65,454,1294292.1,06-NOV-2018,57,INF846K01347,
AXISNIFTY,EQ,1082.18,1082.18,1067.78,1067.78,1067.78,1064.41,14,15103.32,06-NOV-2018,6,INF846K01ZL0,
AYMSYNTEX,EQ,42.3,43.2,41.05,42.85,43,41.75,10140,430920,06-NOV-2018,63,INE193B01039,
BAFNAPHARM,EQ,14.25,14.25,13.5,13.8,13.7,13.8,6278,86068.4,06-NOV-2018,66,INE878I01014,
BAGFILMS,EQ,4.65,4.75,4.6,4.65,4.7,4.65,71530,333466.55,06-NOV-2018,112,INE116D01028,
BAJAJ-AUTO,EQ,2673.2,2698,2658.95,2674.6,2670,2672.55,278587,746924973.95,06-NOV-2018,19902,INE917I01010,
BAJAJCORP,EQ,352.2,357.25,350.5,354.35,352.25,350.05,15868,5628190.2,06-NOV-2018,700,INE933K01021,
BAJAJELEC,EQ,508,517.3,498.1,501.7,500.9,505.7,178048,90430374.5,06-NOV-2018,4756,INE193E01025,
BAJAJFINSV,EQ,5598.8,5689.8,5564.95,5591,5570,5569.6,208350,1174383657.65,06-NOV-2018,19719,INE918I01018,
BAJAJHIND,EQ,10.9,11.2,10.8,10.9,10.95,10.95,2270176,24932647.4,06-NOV-2018,2960,INE306A01021,
BAJAJHLDNG,EQ,2817.8,2817.8,2792,2799.05,2800,2833.45,2250,6302722.3,06-NOV-2018,452,INE118A01012,
BAJFINANCE,EQ,2370,2389.9,2332.35,2339.75,2335,2359.4,1368682,3225758928.9,06-NOV-2018,58423,INE296A01024,
BALAJITELE,EQ,98.3,105.3,98.3,102.95,103,97.65,73284,7509974.4,06-NOV-2018,1101,INE794B01026,
BALAMINES,EQ,438.45,443,434.55,437.8,438.8,434.95,11977,5243503.35,06-NOV-2018,631,INE050E01027,
BALKRISHNA,EQ,55.7,57.35,53,53.25,53.1,55.45,26127,1409980.05,06-NOV-2018,399,INE875R01011,
BALKRISIND,EQ,1033,1039,940,943.95,942.6,1068.85,5292843,5118450712.05,06-NOV-2018,200179,INE787D01026,
BALLARPUR,EQ,6.4,6.5,6.25,6.4,6.45,6.4,321626,2049734.95,06-NOV-2018,560,INE294A01037,
BALMLAWRIE,EQ,196.05,209.4,191.55,203.8,203.4,193.2,387522,78718976.1,06-NOV-2018,7102,INE164A01016,
BALPHARMA,EQ,81.5,84.2,81.5,82.4,83.75,83.6,7174,593093.7,06-NOV-2018,177,INE083D01012,
BALRAMCHIN,EQ,104.3,106,102.75,103.9,103.9,103.55,2450870,255835008.95,06-NOV-2018,15315,INE119A01028,
BANARBEADS,EQ,50.45,50.45,48.85,50.4,50.4,49.9,574,28924.05,06-NOV-2018,7,INE655B01011,
BANARISUG,EQ,1777.9,1777.9,1752.05,1769.85,1772,1772.75,102,180378.05,06-NOV-2018,31,INE459A01010,
BANCOINDIA,EQ,182.35,185.05,181.5,183.4,184,182.8,16889,3101504.3,06-NOV-2018,405,INE213C01025,
BANDHANBNK,EQ,444.9,445.7,435,437.55,437.3,435.95,317131,139240141.4,06-NOV-2018,11143,INE545U01014,
BANG,EQ,51,51,49.15,50.3,50.35,49.9,6327,319312.05,06-NOV-2018,34,INE863I01016,
BANKBARODA,EQ,112.25,112.65,109.85,110.45,110.3,111.2,17283224,1925931682.65,06-NOV-2018,51332,INE028A01039,
BANKBEES,EQ,2634.97,2638.95,2605,2605.7,2613.97,2624.2,1347,3524415.59,06-NOV-2018,297,INF732E01078,
BANKINDIA,EQ,86.5,87.4,85.1,85.9,86,86,5154173,444684822.7,06-NOV-2018,15493,INE084A01016,
BANSAL,SM,64.6,68.35,64.6,66.75,67.4,67.95,22000,1469100,06-NOV-2018,21,INE668X01018,
BANSWRAS,EQ,70.05,74.85,68.05,74.55,74.75,70,1139,80830.8,06-NOV-2018,46,INE629D01012,
BARTRONICS,EQ,7.15,7.45,7.05,7.3,7.3,7.25,15277,110450.8,06-NOV-2018,58,INE855F01034,
BASF,EQ,1629.55,1641.8,1567.95,1585.35,1589.95,1618.55,4941,7915162.1,06-NOV-2018,901,INE373A01013,
BASML,EQ,199.5,199.5,197,197.35,197,198.9,650,128608.3,06-NOV-2018,15,INE186H01014,
BATAINDIA,EQ,1000.75,1026,1000.75,1010.95,1010,1000.55,1388239,1414347660.7,06-NOV-2018,31970,INE176A01028,
BAYERCROP,EQ,3899,3989,3876.55,3959.4,3932.15,3900.15,3728,14762584.85,06-NOV-2018,1372,INE462A01022,
BBL,EQ,1245,1248.6,1220,1233.5,1228,1238.5,2255,2781419.5,06-NOV-2018,288,INE464A01028,
BBTC,EQ,1368,1411,1363,1379.35,1386,1362.1,211375,294152698.15,06-NOV-2018,9501,INE050A01025,
BBTCL,SM,40.5,46,40.5,45.95,45.95,40,15000,672900,06-NOV-2018,5,INE01EE01011,
BCG,EQ,3.3,3.6,3.25,3.3,3.3,3.4,663579,2250879.6,06-NOV-2018,428,INE425B01027,
BCONCEPTS,SM,36,36,36,36,36,34.5,3000,108000,06-NOV-2018,1,INE977Y01011,
BDL,EQ,290.8,295.1,287.6,288.25,287.6,293.35,6982,2024141.55,06-NOV-2018,980,INE171Z01018,
BEARDSELL,EQ,25,25.5,24.5,24.6,24.5,25.25,1095,27574.85,06-NOV-2018,14,INE520H01022,
BEDMUTHA,BE,20,20.2,19.5,19.6,19.75,20.2,3051,60483.55,06-NOV-2018,21,INE844K01012,
BEL,EQ,95.75,96.75,94.7,95.25,94.85,95.1,4311780,412889595.55,06-NOV-2018,19106,INE263A01024,
BEML,EQ,710,722.25,696.8,714.4,712.8,708.25,1832217,1299969232.55,06-NOV-2018,38419,INE258A01016,
BEPL,EQ,85.55,85.55,82.2,83.3,83.35,84.05,192113,16003097.6,06-NOV-2018,2813,INE922A01025,
BERGEPAINT,EQ,302,304.25,296.55,297.65,297.2,301.05,504292,151216763.4,06-NOV-2018,8242,INE463A01038,
BETA,SM,63.1,72.85,63.1,72.6,72.6,66,16800,1177640,06-NOV-2018,13,INE351Y01019,
BFINVEST,EQ,249.9,253,244.4,248.8,250,248.65,97682,24371209.55,06-NOV-2018,2727,INE878K01010,
BFUTILITIE,EQ,218.95,221.7,216.05,217.7,216.65,217.9,211549,46286820.3,06-NOV-2018,4348,INE243D01012,
BGLOBAL,BE,2.55,2.55,2.4,2.4,2.4,2.45,2912,7300,06-NOV-2018,4,INE224M01013,
BGRENERGY,EQ,58.9,59,57.05,57.8,58,57.65,70228,4063309.25,06-NOV-2018,1167,INE661I01014,
BHAGERIA,EQ,312,312,299,301.85,303.15,307.4,7310,2223230.05,06-NOV-2018,360,INE354C01027,
BHAGYANGR,EQ,32.2,32.2,30.3,31.4,31.5,31.4,4248,133704.2,06-NOV-2018,116,INE458B01036,
BHAGYAPROP,EQ,27.75,27.75,26,27,27,26.05,51928,1400278.1,06-NOV-2018,69,INE363W01018,
BHANDARI,EQ,2.05,2.05,2,2,2,2,71741,145824.65,06-NOV-2018,59,INE474E01029,
BHARATFIN,EQ,919.6,930,891.55,904.35,905.95,918.85,1039097,941246633.6,06-NOV-2018,17055,INE180K01011,
BHARATFORG,EQ,601,606.25,583.2,586.25,585,598.8,760322,451312130.8,06-NOV-2018,16895,INE465A01025,
BHARATGEAR,EQ,170.05,174,168.05,169.35,169,169.95,16481,2808469.15,06-NOV-2018,346,INE561C01019,
BHARATIDIL,BZ,3.2,3.2,3.05,3.05,3.05,3.05,16971,51969,06-NOV-2018,32,INE673G01013,
BHARATRAS,EQ,5699.95,5699.95,5449.95,5516.3,5540,5645.75,758,4197968,06-NOV-2018,240,INE838B01013,
BHARATWIRE,EQ,75.85,77.7,72.2,74.85,74.85,74.4,5486,408216.15,06-NOV-2018,145,INE316L01019,
BHARTIARTL,EQ,304,307.95,302.9,305.05,304.1,303.2,2653071,809988726.45,06-NOV-2018,43634,INE397D01024,
BHEL,EQ,70.1,71.1,69,69.3,69.2,70,9397104,656701599.4,06-NOV-2018,26279,INE257A01026,
BHUSANSTL,EQ,28.2,28.45,27.7,27.9,27.95,28.1,387117,10872056.95,06-NOV-2018,1222,INE824B01021,
BIGBLOC,EQ,49.75,51.95,49.5,51.2,51.9,49.5,15608,788563.6,06-NOV-2018,170,INE412U01017,
BIL,EQ,262.35,266.75,255.25,260.45,255.25,258.55,1007,263816.85,06-NOV-2018,50,INE828A01016,
BILENERGY,EQ,0.5,0.55,0.5,0.55,0.55,0.55,22909,11834.95,06-NOV-2018,16,INE607L01029,
BINANIIND,EQ,80.8,80.95,78.5,79.05,78.65,79.5,13174,1050928.1,06-NOV-2018,238,INE071A01013,
